site_id,strategy,K,selected_ex,relative_frobenius_error_fullrange,relative_frobenius_error_interpdomain,spectral_cosine_fullrange,spectral_cosine_interpdomain,reconstruction_supported_fraction_fullrange,unsupported_fraction_fullrange
S12,NAIG,3,365;425;480,0.2022252841054527,0.2139113471285583,0.980255168422272,0.9797336928196964,0.9681851048445408,0.0318148951554591
S12,NAIG,4,365;425;480;620,0.2004067540891034,0.2003108312619571,0.9806530145449408,0.9817244203359776,0.9681851048445408,0.0318148951554591
S12,NAIG,6,365;425;480;620;545;330,0.2708694688146857,0.2814420737750442,0.971092856530088,0.969982613911664,0.9893950349481804,0.0106049650518197
S12,NAIG,8,365;425;480;620;545;330;400;505,0.2229196075999496,0.2185569814377922,0.9776686788843264,0.9783962501515676,0.9893950349481804,0.0106049650518197
S12,Uniform,2,300;700,0.2264016627272501,0.2264016627272501,0.9741856073723024,0.9741856073723024,0.9115449505905038,0.0884550494094962
S12,Uniform,3,300;500;700,0.2113110458876947,0.2113110458876947,0.977809602912888,0.977809602912888,0.9363702096890816,0.0636297903109183
S12,Uniform,4,300;435;565;700,0.219360398708567,0.219360398708567,0.976070043431952,0.976070043431952,0.9983128464690288,0.0016871535309713
S12,Uniform,6,300;380;460;540;620;700,0.2025180204877207,0.2025180204877207,0.9792789745639772,0.9792789745639772,0.9983128464690288,0.0016871535309713
S12,Uniform,8,300;355;415;470;530;585;645;700,0.1806993046458005,0.1806993046458005,0.9838873267059056,0.9838873267059056,0.9983128464690288,0.0016871535309713
S13,NAIG,2,365;425,0.2137006492739148,0.1984907470778301,0.9809275912198614,0.9825283372295528,0.9681851048445408,0.0318148951554591
S13,NAIG,3,365;425;480,0.1996236791881607,0.2153205107210608,0.9824794787355376,0.9804676881200474,0.9681851048445408,0.0318148951554591
S13,NAIG,4,365;425;480;620,0.1982986337267412,0.2049959581539671,0.982306678834831,0.9824688403206148,0.9681851048445408,0.0318148951554591
